age_group,gender,activity,bmi,resting_hr,daily_steps,sleep_hours,vo2_max
45–59,Female,Moderately Active,24.6,68,9394,7.2,38.1
45–59,Male,Moderately Active,22.6,67,13576,8.0,51.4
30–44,Male,Lightly Active,24.6,77,7845,6.3,44.9
30–44,Male,Lightly Active,29.1,70,7654,7.1,42.3
18–29,Female,Lightly Active,24.5,74,5357,7.2,33.7
18–29,Male,Lightly Active,26.1,66,5081,4.6,40.5
18–29,Male,Lightly Active,33.2,58,5783,8.3,46.5
18–29,Female,Sedentary,31.0,93,2659,8.0,29.5
18–29,Female,Sedentary,26.2,81,2016,4.5,38.6
60+,Male,Sedentary,23.3,54,2369,5.8,43.8
45–59,Female,Very Active,22.5,59,19523,7.7,50.8
45–59,Female,Very Active,24.7,57,21406,5.1,50.4
45–59,Male,Moderately Active,22.6,64,8503,5.4,56.1
45–59,Female,Very Active,22.7,47,24542,7.4,55.7
18–29,Female,Sedentary,25.8,63,1851,8.3,38.7
45–59,Female,Sedentary,26.9,86,2051,8.2,37.4
30–44,Female,Sedentary,22.4,55,1490,5.6,31.9
30–44,Female,Sedentary,30.1,75,1554,4.7,41.1
60+,Female,Moderately Active,24.8,70,13010,6.6,43.5
60+,Female,Sedentary,36.4,61,2615,7.6,33.3
18–29,Male,Very Active,22.9,61,15835,6.4,55.5
45–59,Male,Moderately Active,22.0,70,9698,8.1,47.3
18–29,Female,Sedentary,36.2,86,1924,6.7,33.6
18–29,Female,Moderately Active,25.5,68,6573,7.6,40.1
18–29,Male,Moderately Active,24.9,59,5473,8.0,48.0
18–29,Male,Moderately Active,24.2,66,9676,6.1,55.4
45–59,Male,Sedentary,29.4,92,3253,7.4,42.5
30–44,Male,Lightly Active,22.8,68,4895,7.2,47.3
18–29,Male,Lightly Active,25.9,66,2897,7.4,39.2
60+,Female,Moderately Active,23.6,60,12225,6.6,52.7
30–44,Male,Lightly Active,27.6,77,7877,7.8,42.2
30–44,Female,Very Active,25.3,54,10534,8.4,49.6
30–44,Female,Lightly Active,30.1,62,4461,6.9,38.4
30–44,Female,Very Active,23.9,59,18164,8.4,51.4
30–44,Female,Sedentary,19.7,59,1320,5.4,33.5
45–59,Male,Very Active,21.6,54,10618,7.3,55.2
60+,Female,Sedentary,19.2,70,4040,8.0,29.8
30–44,Female,Moderately Active,27.7,69,8982,7.9,41.0
30–44,Male,Very Active,22.3,58,15585,8.3,46.6
18–29,Female,Lightly Active,25.6,72,4488,7.8,44.4
60+,Female,Sedentary,25.1,53,3791,7.2,43.1
30–44,Female,Very Active,25.7,57,15150,6.8,57.4
18–29,Male,Very Active,22.9,57,18993,7.3,60.4
60+,Male,Moderately Active,23.9,67,8976,5.0,53.1
30–44,Female,Lightly Active,26.7,75,4530,5.8,39.4
18–29,Male,Sedentary,29.7,61,2768,6.8,41.2
18–29,Male,Lightly Active,25.7,72,4972,7.8,43.9
30–44,Female,Moderately Active,28.3,58,8975,8.2,40.8
60+,Female,Sedentary,35.1,59,2179,8.5,24.4
30–44,Male,Sedentary,29.1,60,1843,7.3,40.2
18–29,Male,Very Active,20.8,51,18104,7.7,56.5
30–44,Female,Moderately Active,25.3,64,11157,6.7,43.6
30–44,Female,Moderately Active,22.4,69,7900,5.7,45.2
18–29,Male,Very Active,26.1,51,21625,4.6,58.0
60+,Female,Lightly Active,32.5,72,5123,5.5,38.9
18–29,Male,Lightly Active,29.1,76,7497,6.6,42.6
60+,Female,Very Active,19.8,45,6203,9.0,50.3
45–59,Female,Very Active,21.5,62,14354,8.7,51.4
18–29,Female,Sedentary,27.6,57,1371,7.1,30.6
45–59,Female,Lightly Active,22.9,72,4931,7.6,36.9
45–59,Male,Lightly Active,25.0,68,6851,6.3,37.6
45–59,Male,Sedentary,29.8,77,3094,4.9,48.2
30–44,Female,Sedentary,31.4,101,2245,5.8,28.0
18–29,Male,Sedentary,35.3,63,2894,8.0,43.1
18–29,Female,Moderately Active,24.2,62,10782,5.8,45.7
45–59,Male,Sedentary,27.1,77,2348,7.0,36.8
18–29,Male,Very Active,19.5,56,17751,8.7,60.9
18–29,Female,Moderately Active,25.4,62,10416,9.1,45.1
30–44,Male,Lightly Active,24.4,64,5423,7.3,40.3
18–29,Female,Moderately Active,23.6,64,14135,7.3,41.5
45–59,Male,Moderately Active,22.5,60,9235,4.7,48.3
45–59,Male,Moderately Active,22.6,72,7753,7.7,52.2
45–59,Male,Very Active,24.4,52,18839,7.8,59.6
18–29,Male,Moderately Active,24.1,64,11489,7.9,47.8
30–44,Female,Moderately Active,29.3,62,5646,4.0,45.2
45–59,Male,Moderately Active,20.7,59,5762,7.3,49.1
30–44,Male,Lightly Active,31.2,76,6952,6.0,46.1
45–59,Female,Moderately Active,22.7,65,8561,5.4,45.2
30–44,Male,Moderately Active,24.1,77,10781,5.2,53.0
30–44,Male,Very Active,23.8,59,13993,6.5,55.2
18–29,Female,Lightly Active,30.3,72,7030,8.6,32.1
45–59,Female,Sedentary,34.2,81,3464,6.4,32.4
18–29,Male,Lightly Active,30.4,66,3418,5.7,45.4
60+,Female,Lightly Active,25.4,63,4726,6.6,30.0
30–44,Female,Lightly Active,33.5,66,8630,6.4,36.8
18–29,Male,Moderately Active,26.3,72,11083,5.6,47.3
45–59,Male,Very Active,15.6,56,17822,6.7,54.2
30–44,Female,Lightly Active,26.5,75,9722,9.0,34.4
18–29,Male,Very Active,21.8,58,19548,7.9,59.2
60+,Female,Moderately Active,23.4,64,10377,8.5,37.9
45–59,Male,Sedentary,32.1,96,1961,6.2,42.2
30–44,Male,Lightly Active,27.6,75,8298,7.6,49.0
45–59,Female,Very Active,21.1,48,20290,8.7,55.3
30–44,Female,Moderately Active,29.2,56,10791,7.4,43.9
30–44,Male,Sedentary,22.1,76,4485,7.5,45.1
18–29,Male,Moderately Active,20.0,64,11122,7.4,48.7
18–29,Female,Lightly Active,22.0,59,6598,4.7,37.9
30–44,Female,Moderately Active,25.8,63,13141,8.2,46.4
30–44,Male,Sedentary,30.7,78,3395,5.7,40.4
45–59,Male,Lightly Active,23.1,65,7644,5.0,42.2
30–44,Female,Lightly Active,24.0,71,3274,7.2,33.5
30–44,Male,Lightly Active,26.3,72,7038,7.4,48.1
45–59,Male,Sedentary,23.2,54,2599,8.3,40.6
60+,Male,Moderately Active,26.9,67,9255,7.4,50.0
30–44,Male,Moderately Active,29.4,62,9977,6.2,52.1
60+,Female,Moderately Active,23.8,66,8967,7.7,38.9
45–59,Male,Very Active,23.5,51,18508,8.0,58.6
18–29,Female,Moderately Active,24.7,71,7834,4.6,42.7
30–44,Male,Sedentary,35.9,79,1548,8.4,35.7
18–29,Male,Sedentary,38.9,93,2877,6.1,38.0
45–59,Female,Moderately Active,23.2,71,13424,5.6,48.2
30–44,Female,Moderately Active,24.5,73,9329,8.1,40.7
30–44,Male,Very Active,24.8,57,15048,8.9,58.0
45–59,Male,Sedentary,30.6,86,2763,8.2,43.3
30–44,Female,Sedentary,24.1,86,5009,6.6,31.0
30–44,Female,Very Active,18.4,52,19282,7.5,58.4
60+,Female,Very Active,21.3,55,13887,7.2,53.7
60+,Female,Lightly Active,27.7,77,6183,5.2,36.1
45–59,Male,Lightly Active,24.8,73,5313,7.4,45.4
18–29,Female,Very Active,20.2,58,22507,5.9,30.7
18–29,Male,Lightly Active,24.0,68,4187,8.2,46.5
18–29,Male,Moderately Active,30.2,64,8338,6.4,60.0
30–44,Female,Very Active,20.0,56,19094,6.2,50.5
18–29,Male,Lightly Active,25.1,74,9047,4.6,43.0
60+,Male,Lightly Active,24.3,68,6469,9.3,46.6
45–59,Male,Very Active,27.4,45,15024,7.7,50.1
30–44,Female,Lightly Active,20.5,55,6551,8.2,43.1
18–29,Female,Sedentary,24.7,83,3058,6.6,32.3
30–44,Female,Lightly Active,26.6,71,9647,6.7,34.8
30–44,Male,Moderately Active,24.9,65,11459,5.7,47.4
45–59,Male,Sedentary,34.6,79,2703,4.8,41.5
18–29,Female,Moderately Active,27.6,67,11374,6.9,46.5
45–59,Female,Sedentary,25.1,75,3748,6.4,32.8
18–29,Male,Sedentary,30.4,67,2242,7.2,42.8
18–29,Male,Sedentary,27.9,64,3203,5.4,41.8
60+,Male,Lightly Active,24.5,80,6534,8.5,40.1
18–29,Male,Very Active,25.1,62,11971,7.8,60.1
18–29,Female,Lightly Active,27.4,68,5863,5.3,39.6
45–59,Female,Very Active,26.5,62,14310,7.7,49.3
30–44,Female,Sedentary,31.3,84,2601,6.8,37.7
18–29,Male,Lightly Active,30.1,71,9306,7.9,44.8
18–29,Male,Lightly Active,15.5,64,6528,6.5,47.6
18–29,Female,Moderately Active,24.7,64,11263,8.0,37.6
30–44,Male,Moderately Active,25.8,65,11944,5.4,55.3
18–29,Female,Moderately Active,26.1,59,10354,6.8,49.1
45–59,Female,Lightly Active,32.5,76,5833,6.5,33.1
60+,Male,Very Active,24.2,52,21215,5.9,52.4
18–29,Male,Moderately Active,20.5,63,13795,7.8,50.7
30–44,Male,Very Active,24.0,61,19174,6.9,63.7
18–29,Female,Lightly Active,29.7,68,6333,6.0,42.4
30–44,Male,Sedentary,25.7,62,3280,7.0,40.1
18–29,Male,Moderately Active,23.1,66,8710,8.4,50.3
45–59,Male,Lightly Active,29.5,71,6648,6.5,41.7
30–44,Female,Moderately Active,24.4,69,7910,5.6,45.7
30–44,Female,Sedentary,34.5,59,3637,6.9,29.1
45–59,Female,Moderately Active,25.0,68,14120,5.4,48.7
45–59,Female,Sedentary,17.5,64,2097,5.5,34.7
30–44,Male,Lightly Active,26.6,71,9131,5.9,39.3
18–29,Male,Sedentary,26.8,63,3501,6.3,41.4
60+,Male,Very Active,24.2,54,13277,6.7,57.0
30–44,Female,Sedentary,31.1,86,3204,7.3,27.5
45–59,Female,Moderately Active,21.4,68,13884,7.6,41.2
45–59,Male,Sedentary,29.9,66,3991,9.4,43.3
30–44,Female,Sedentary,31.7,57,3966,6.0,34.8
18–29,Male,Lightly Active,28.2,79,5941,6.5,45.2
18–29,Female,Sedentary,33.9,70,2249,8.3,32.4
30–44,Female,Lightly Active,22.3,59,6497,7.7,33.6
30–44,Female,Sedentary,28.1,79,3096,8.4,32.1
45–59,Female,Moderately Active,17.3,67,10027,6.1,44.7
45–59,Female,Very Active,25.6,62,13863,5.7,48.5
60+,Female,Moderately Active,24.8,66,8279,8.3,46.4
60+,Female,Sedentary,28.4,70,3569,5.4,28.9
45–59,Male,Lightly Active,26.0,68,5439,6.8,45.4
18–29,Male,Sedentary,31.5,92,3644,5.9,40.9
30–44,Female,Lightly Active,30.7,74,6050,8.0,41.9
45–59,Female,Very Active,22.1,53,15662,8.6,52.4
30–44,Female,Sedentary,31.1,63,2057,6.3,29.8
18–29,Male,Lightly Active,28.1,75,7101,6.5,48.9
30–44,Male,Moderately Active,17.5,62,9891,8.0,48.3
30–44,Male,Lightly Active,23.7,73,4884,6.3,42.5
30–44,Female,Sedentary,31.3,79,2816,6.7,31.8
45–59,Male,Very Active,25.8,60,12980,6.5,57.2
30–44,Male,Sedentary,36.1,77,1739,5.2,45.0
30–44,Male,Moderately Active,20.6,59,12159,6.1,51.9
30–44,Male,Sedentary,34.2,61,2081,7.4,44.6
30–44,Male,Very Active,25.3,58,17588,7.1,60.1
18–29,Female,Moderately Active,25.8,59,15528,7.9,47.6
30–44,Male,Lightly Active,18.4,62,5090,7.5,44.3
30–44,Male,Very Active,21.5,48,17631,6.1,46.4
45–59,Male,Sedentary,29.6,67,2674,6.4,46.5
18–29,Male,Very Active,22.2,59,16871,6.7,58.7
60+,Female,Moderately Active,17.6,62,6602,6.5,47.6
45–59,Female,Sedentary,27.6,66,3327,5.9,23.2
30–44,Female,Lightly Active,22.8,82,6656,5.9,43.7
30–44,Female,Sedentary,32.1,67,4928,8.1,40.4
30–44,Male,Moderately Active,26.0,61,6004,8.3,58.0
45–59,Female,Moderately Active,26.2,63,9436,4.6,38.3
45–59,Male,Lightly Active,25.0,71,7185,6.9,36.9
45–59,Female,Moderately Active,24.6,74,12436,7.5,39.1
60+,Female,Very Active,22.6,59,15566,7.0,50.4
30–44,Male,Lightly Active,30.2,71,8396,5.9,47.7
45–59,Male,Moderately Active,22.8,68,10641,6.7,47.9
30–44,Male,Sedentary,25.1,72,3108,7.6,43.1
45–59,Male,Very Active,25.1,55,9937,7.3,55.6
30–44,Male,Very Active,24.8,50,18046,8.2,56.4
45–59,Female,Very Active,23.9,48,21308,6.6,49.7
18–29,Male,Moderately Active,29.6,65,8320,5.9,44.6
18–29,Female,Lightly Active,34.9,70,5837,7.9,36.5
30–44,Female,Sedentary,35.4,60,1866,5.8,32.7
60+,Male,Lightly Active,23.5,74,7196,7.3,42.7
30–44,Male,Sedentary,33.3,83,2869,8.4,37.5
30–44,Male,Moderately Active,24.9,64,12284,7.4,50.8
30–44,Male,Lightly Active,24.3,82,6384,6.0,38.3
30–44,Male,Moderately Active,22.1,72,10287,6.7,54.3
60+,Male,Moderately Active,25.4,66,10364,6.7,55.7
60+,Male,Sedentary,33.2,78,3135,6.9,38.8
45–59,Female,Moderately Active,28.9,59,10550,7.9,44.8
45–59,Female,Lightly Active,29.2,67,7137,7.1,40.8
18–29,Male,Sedentary,32.0,78,4142,5.9,44.4
18–29,Female,Lightly Active,25.7,71,7962,6.6,38.0
30–44,Female,Sedentary,30.1,86,4404,9.0,36.8
45–59,Male,Lightly Active,20.5,72,4746,5.9,47.7
18–29,Male,Lightly Active,28.8,71,5365,8.3,42.7
45–59,Male,Sedentary,31.2,89,3887,5.8,36.4
18–29,Male,Lightly Active,34.2,74,4982,8.5,40.7
18–29,Female,Lightly Active,26.3,70,8929,4.8,32.1
30–44,Female,Moderately Active,28.3,59,9377,7.1,41.7
45–59,Female,Sedentary,26.5,84,2884,7.9,33.7
45–59,Male,Lightly Active,33.3,63,5942,7.7,42.0
30–44,Female,Sedentary,36.5,64,3009,8.7,30.5
45–59,Male,Sedentary,34.9,95,4326,5.3,35.6
45–59,Male,Lightly Active,26.7,81,8477,8.5,48.4
30–44,Male,Lightly Active,25.6,64,9436,7.5,45.9
45–59,Female,Moderately Active,23.3,64,15519,5.5,45.0
18–29,Female,Moderately Active,21.4,70,9491,7.2,41.6
30–44,Female,Very Active,23.9,55,12458,7.4,48.7
18–29,Female,Very Active,22.2,58,16573,5.7,50.1
30–44,Male,Sedentary,31.0,54,3260,6.4,34.5
30–44,Male,Sedentary,29.9,60,1821,8.5,40.0
18–29,Female,Lightly Active,22.2,87,7691,6.3,36.8
30–44,Female,Moderately Active,27.9,70,8210,8.3,37.5
45–59,Female,Moderately Active,24.8,60,9600,6.0,40.9
45–59,Male,Lightly Active,29.9,76,7615,7.8,43.3
18–29,Female,Very Active,20.0,55,17661,8.4,46.9
18–29,Male,Lightly Active,23.4,75,6612,8.0,50.4
30–44,Male,Very Active,21.9,52,16848,8.6,61.2
45–59,Male,Very Active,23.4,56,18297,6.7,56.2
60+,Male,Lightly Active,26.1,78,5596,7.5,46.4
30–44,Female,Sedentary,36.1,90,3262,6.9,31.7
45–59,Female,Lightly Active,30.6,91,6493,6.2,37.8
30–44,Male,Lightly Active,23.6,69,6707,6.3,47.9
60+,Male,Very Active,29.9,62,20052,6.9,53.0
18–29,Female,Very Active,22.6,56,17006,8.4,48.1
30–44,Male,Sedentary,35.7,82,4139,5.5,40.3
30–44,Male,Sedentary,27.5,79,2604,6.4,35.8
30–44,Male,Very Active,24.3,47,15676,8.1,58.3
18–29,Female,Moderately Active,27.5,69,7152,6.6,47.6
18–29,Female,Moderately Active,19.7,66,8382,8.9,45.9
30–44,Male,Lightly Active,33.5,69,5939,7.8,48.0
45–59,Female,Sedentary,24.9,85,3379,6.0,29.9
45–59,Female,Lightly Active,25.1,80,5750,7.8,37.9
18–29,Male,Sedentary,25.9,84,2128,6.5,44.1
60+,Female,Lightly Active,24.2,85,7016,6.9,33.7
30–44,Male,Sedentary,26.3,82,1667,7.4,34.9
60+,Female,Lightly Active,21.7,71,4055,7.5,38.1
18–29,Female,Moderately Active,26.9,63,8697,7.5,42.3
45–59,Male,Sedentary,29.6,60,3316,7.3,44.8
60+,Female,Very Active,22.5,54,12950,7.8,54.3
45–59,Female,Sedentary,34.3,54,3077,5.9,33.2
45–59,Male,Moderately Active,30.2,64,12149,7.3,49.1
30–44,Female,Sedentary,20.9,73,3377,7.4,31.8
45–59,Female,Very Active,26.7,61,22049,7.3,45.9
30–44,Female,Sedentary,28.9,65,3130,8.6,30.7
30–44,Female,Lightly Active,21.1,69,8636,5.0,32.9
60+,Male,Very Active,23.8,59,18185,7.3,56.1
30–44,Male,Sedentary,28.4,90,2686,8.3,37.8
30–44,Male,Moderately Active,27.3,67,8387,5.8,52.0
60+,Female,Moderately Active,25.0,66,10856,6.9,46.9
30–44,Female,Lightly Active,27.9,69,4552,5.9,39.8
18–29,Female,Sedentary,26.7,86,2826,8.6,34.7
30–44,Male,Very Active,20.3,56,15488,5.9,60.4
45–59,Female,Very Active,24.6,55,20130,7.5,50.2
60+,Female,Sedentary,26.3,96,2432,5.8,41.8
18–29,Female,Very Active,23.8,56,17546,6.0,52.7
45–59,Female,Very Active,26.4,56,12598,7.1,48.0
30–44,Male,Moderately Active,24.0,54,12407,7.3,48.0
45–59,Male,Moderately Active,26.7,70,13831,5.8,46.8
45–59,Male,Sedentary,28.8,87,2336,7.3,40.1
60+,Male,Lightly Active,25.0,76,6715,7.5,39.5
30–44,Male,Very Active,19.1,52,25065,7.0,56.1
30–44,Female,Moderately Active,24.4,64,8874,7.3,32.5
30–44,Male,Lightly Active,25.8,83,4319,7.1,50.1
30–44,Male,Moderately Active,21.7,59,10997,8.5,49.6
30–44,Male,Sedentary,18.4,72,2147,6.7,50.0
18–29,Female,Sedentary,20.3,94,3298,5.6,32.9
18–29,Female,Sedentary,38.3,90,3696,7.8,32.4
60+,Male,Sedentary,29.2,77,2181,6.7,35.7
18–29,Female,Lightly Active,20.8,69,4293,7.9,37.2
30–44,Female,Lightly Active,24.1,82,8038,6.7,45.6
45–59,Female,Moderately Active,24.5,66,14314,8.1,43.9
18–29,Female,Very Active,23.9,55,14933,7.4,54.4
18–29,Female,Lightly Active,25.6,74,8576,6.4,38.2
30–44,Female,Sedentary,39.5,72,4412,8.3,39.1
30–44,Male,Very Active,27.8,63,18495,7.8,60.3
30–44,Female,Sedentary,31.0,68,3111,6.8,30.0
45–59,Male,Lightly Active,25.0,70,7518,6.0,47.4
18–29,Male,Sedentary,31.0,69,3696,7.6,44.4
18–29,Female,Very Active,19.6,54,8142,6.0,41.7
18–29,Female,Lightly Active,30.5,63,6323,4.1,35.3
30–44,Female,Very Active,23.2,57,11418,6.1,43.4
30–44,Female,Very Active,19.9,55,12838,8.0,53.7
60+,Female,Very Active,21.4,58,17123,7.3,52.5
18–29,Female,Moderately Active,26.3,69,10288,9.0,42.4
30–44,Female,Moderately Active,19.2,71,10572,9.0,42.6
30–44,Male,Very Active,20.7,52,15545,7.8,58.0
45–59,Male,Sedentary,26.6,96,2850,6.2,41.3
45–59,Male,Moderately Active,27.6,63,10472,7.6,59.6
18–29,Female,Sedentary,37.9,68,4250,7.5,32.1
45–59,Female,Lightly Active,28.0,71,7471,7.8,38.5
30–44,Female,Lightly Active,15.0,66,5095,4.9,40.5
45–59,Male,Very Active,20.1,64,14453,5.0,60.8
18–29,Female,Lightly Active,40.5,69,7528,9.2,38.5
45–59,Female,Moderately Active,25.0,75,9908,7.8,44.4
45–59,Female,Moderately Active,16.2,67,11629,5.7,42.9
45–59,Male,Moderately Active,32.1,71,10451,8.3,49.0
18–29,Female,Sedentary,22.1,80,3168,7.2,44.6
45–59,Female,Moderately Active,26.3,69,13305,6.8,43.6
45–59,Female,Moderately Active,20.8,75,11384,6.3,49.4
30–44,Male,Very Active,28.1,61,22774,7.9,55.9
30–44,Male,Very Active,19.4,60,13685,7.8,53.0
18–29,Male,Sedentary,26.0,62,2267,5.5,34.5
30–44,Male,Sedentary,34.5,94,3318,8.1,38.7
45–59,Female,Moderately Active,22.7,63,10026,6.8,35.0
30–44,Female,Lightly Active,28.4,70,6699,8.4,43.4
45–59,Female,Moderately Active,27.2,66,11289,7.8,42.3
45–59,Male,Very Active,23.2,50,11482,5.9,57.7
45–59,Male,Sedentary,23.2,59,1257,8.7,36.2
45–59,Female,Very Active,20.9,50,18523,7.3,44.4
45–59,Female,Lightly Active,25.0,65,4348,7.9,33.8
30–44,Female,Very Active,24.2,55,14215,6.1,54.7
18–29,Female,Lightly Active,29.7,79,6239,6.3,41.8
45–59,Female,Very Active,23.3,55,15709,4.3,49.6
60+,Female,Sedentary,32.7,59,3625,5.5,28.1
30–44,Female,Lightly Active,20.1,75,7498,8.2,38.4
60+,Male,Sedentary,30.5,89,3190,6.5,44.8
60+,Male,Moderately Active,24.3,67,11751,5.1,57.6
30–44,Female,Very Active,24.0,61,12400,7.5,59.2
45–59,Male,Very Active,24.6,53,13374,6.2,58.5
45–59,Male,Moderately Active,21.1,60,18413,7.3,47.0
18–29,Male,Sedentary,28.4,92,3121,7.3,41.1
18–29,Female,Very Active,26.0,58,19079,7.5,47.1
30–44,Male,Lightly Active,27.7,79,4777,4.6,50.0
45–59,Female,Moderately Active,24.2,65,12116,7.5,48.7
30–44,Female,Lightly Active,21.6,74,6119,5.8,37.3
45–59,Female,Moderately Active,26.2,65,9329,7.7,46.0
45–59,Male,Lightly Active,20.9,68,9138,8.0,49.8
45–59,Female,Lightly Active,25.8,73,8812,6.7,33.3
30–44,Female,Sedentary,26.4,60,2977,5.8,37.4
30–44,Male,Moderately Active,25.8,69,11043,7.9,50.8
18–29,Female,Lightly Active,24.1,73,5933,5.5,36.1
18–29,Male,Very Active,22.0,61,12008,8.8,51.7
18–29,Female,Moderately Active,21.6,61,10708,7.3,44.5
18–29,Female,Very Active,22.2,54,16870,8.2,52.8
18–29,Female,Lightly Active,27.4,62,8079,5.7,46.8
30–44,Female,Moderately Active,23.4,61,11816,7.3,39.7
30–44,Male,Lightly Active,25.2,76,5024,5.5,49.8
18–29,Female,Very Active,23.2,59,8863,6.5,55.5
60+,Female,Lightly Active,30.5,77,6033,6.5,36.5
30–44,Male,Lightly Active,29.5,81,4585,6.6,49.1
60+,Female,Lightly Active,21.3,76,6356,6.8,32.5
45–59,Female,Lightly Active,29.6,73,7185,5.0,46.0
18–29,Male,Very Active,26.1,58,17183,7.3,56.3
60+,Female,Sedentary,32.7,54,2651,8.2,30.0
60+,Male,Moderately Active,16.8,64,11431,8.3,49.8
45–59,Male,Lightly Active,27.6,71,8622,8.4,45.5
30–44,Male,Sedentary,36.2,59,3335,5.5,36.6
30–44,Male,Very Active,21.7,53,17350,7.4,62.2
30–44,Male,Moderately Active,33.8,70,9357,7.0,51.5
45–59,Male,Very Active,17.6,51,16651,5.6,57.6
30–44,Female,Lightly Active,27.1,72,8824,5.1,33.7
18–29,Male,Moderately Active,26.8,63,10423,7.7,53.2
18–29,Female,Moderately Active,25.1,57,9851,8.4,46.9
18–29,Male,Moderately Active,25.0,64,13242,7.8,52.1
18–29,Male,Sedentary,23.6,80,2897,7.6,39.8
30–44,Female,Sedentary,26.0,52,3506,8.4,31.4
60+,Male,Sedentary,32.0,104,3202,4.9,41.1
18–29,Male,Moderately Active,17.7,61,11736,7.5,50.8
30–44,Female,Moderately Active,27.4,63,12439,6.0,46.6
18–29,Male,Moderately Active,24.1,62,13406,6.5,51.8
30–44,Male,Sedentary,31.9,97,3885,6.6,33.1
45–59,Female,Moderately Active,27.2,64,13811,6.1,44.8
30–44,Male,Sedentary,48.4,91,2838,6.7,38.3
60+,Female,Very Active,26.2,60,11954,7.4,45.6
60+,Male,Lightly Active,21.7,80,6337,8.3,39.6
45–59,Male,Moderately Active,31.4,59,16935,8.5,47.1
45–59,Male,Sedentary,15.0,80,2965,8.1,32.8
30–44,Male,Lightly Active,24.7,83,3780,7.4,43.9
30–44,Female,Lightly Active,27.2,68,10573,5.9,42.8
30–44,Female,Lightly Active,25.2,66,6882,4.5,38.0
45–59,Female,Sedentary,30.5,87,2378,8.0,27.7
18–29,Male,Lightly Active,25.8,62,4838,6.7,40.8
18–29,Female,Sedentary,35.7,75,3166,6.9,42.4
18–29,Female,Very Active,21.6,59,18870,7.8,50.8
45–59,Male,Lightly Active,26.0,69,7618,5.6,46.0
45–59,Male,Lightly Active,33.6,79,7954,8.2,45.3
18–29,Male,Moderately Active,27.6,62,7368,6.7,42.8
30–44,Male,Moderately Active,24.0,67,8063,7.9,43.1
30–44,Male,Sedentary,31.5,62,3046,7.9,35.6
45–59,Male,Moderately Active,30.5,60,13145,6.1,47.3
18–29,Female,Very Active,19.5,61,14725,5.6,46.1
18–29,Male,Lightly Active,22.2,79,3167,7.2,44.5
45–59,Male,Sedentary,26.0,67,3733,7.8,44.1
30–44,Female,Sedentary,30.1,87,836,4.8,38.2
45–59,Female,Very Active,25.1,55,14481,5.5,47.9
30–44,Male,Sedentary,25.0,83,3680,7.0,39.1
60+,Male,Sedentary,24.1,53,3655,7.8,41.5
30–44,Female,Very Active,19.7,53,10424,8.2,50.9
30–44,Male,Very Active,20.5,63,19386,6.4,57.3
60+,Female,Lightly Active,23.9,72,8658,8.8,40.6
18–29,Female,Sedentary,17.8,83,3579,6.5,36.1
45–59,Female,Moderately Active,22.7,58,10114,7.5,46.7
18–29,Female,Moderately Active,21.1,63,11677,8.0,43.2
30–44,Female,Lightly Active,25.8,74,5496,5.8,41.4
18–29,Female,Sedentary,37.8,85,3915,8.8,21.7
30–44,Male,Very Active,19.0,61,21555,6.0,57.6
45–59,Male,Moderately Active,27.7,62,9712,7.7,52.7
18–29,Male,Lightly Active,33.2,63,7772,7.0,40.7
18–29,Female,Very Active,25.1,54,19800,7.0,54.6
30–44,Male,Moderately Active,25.6,63,10143,7.7,41.4
18–29,Female,Very Active,26.0,56,8216,8.1,42.7
30–44,Male,Sedentary,32.3,84,3171,7.8,40.2
60+,Female,Lightly Active,30.9,73,1943,6.3,27.8
18–29,Male,Moderately Active,24.9,70,14198,7.3,50.1
30–44,Female,Lightly Active,22.3,72,7503,3.3,43.2
30–44,Male,Lightly Active,31.2,74,6212,7.2,45.0
30–44,Female,Moderately Active,32.9,74,12732,6.6,40.1
18–29,Female,Moderately Active,23.4,57,8041,9.0,47.0
45–59,Male,Lightly Active,26.6,74,8305,7.5,36.1
45–59,Female,Lightly Active,26.9,72,6926,7.5,39.7
45–59,Female,Moderately Active,19.8,66,11165,7.8,42.9
30–44,Female,Moderately Active,21.8,68,9687,6.6,36.8
45–59,Female,Lightly Active,27.7,67,6115,8.5,36.3
